,teamname,outs,base_state_retro,chosen_runner_strategy,model_optimal_strategy,chosen_strategy_payoff,model_optimal_payoff,payoff_diff,sp1,sp2,speed_1b,speed_2b,speed_3b,arm_strength
439,CHA,0,110,[],[2],0.0,0.6401743999999999,-0.6401743999999999,0.03457252667367317,0.9642531852101807,25.5,28.7,,95.4
440,HOU,1,110,[],[],0.0,0.0,0.0,0.24308263092306456,0.30656917125090244,26.0,26.9,,99.3
442,ANA,0,101,[],[],0.0,0.0,0.0,0.0001219644603103138,0.3574479416917273,27.8,,27.4,98.2
446,NYA,1,110,[],[],0.0,0.0,0.0,0.022984046861986542,0.7615297883446339,26.7,25.7,,95.4
447,HOU,1,11,"[3, 2]",[3],0.779,0.3399616,0.43903840000000005,0.12210863359568376,0.5533973734566151,,29.4,26.9,95.4
449,ANA,0,110,"[2, 1]",[2],0.486,0.6123487999999999,-0.12634879999999993,0.14031858721387883,0.934967229927879,28.0,27.4,,91.2
450,ANA,1,11,"[3, 2]","[2, 3]",0.779,0.779,0.0,0.999122104464177,0.9996273422438101,,28.0,27.4,90.1
455,ANA,0,110,[2],[2],0.6679999999999999,0.6679999999999999,0.0,0.6486515956479805,0.9975937497317588,28.0,27.8,,88.2
456,OAK,0,110,[2],[2],0.6679999999999999,0.6679999999999999,0.0,0.6327528082282255,0.9992173104058578,26.9,27.9,,93.1
457,MIN,1,110,[],[],0.0,0.0,0.0,0.16748176358956515,0.7392505916135572,26.2,27.6,,93.1
458,MIN,1,11,[],[],0.0,0.0,0.0,0.013735426044539504,0.08406240859986776,,27.6,26.1,97.9
459,LAN,1,11,"[3, 2]","[2, 3]",0.779,0.779,0.0,0.9984178706798351,0.9999718452185496,,28.3,28.3,96.3
461,LAN,0,110,[],[],0.0,0.0,0.0,3.076688001876748e-05,0.03043890620832937,25.2,26.9,,93.0
463,LAN,0,110,"[2, 1]",[2],0.486,0.6401743999999999,-0.15417439999999993,0.5468632238578749,0.9816143239521922,26.9,30.3,,90.8
472,HOU,1,11,"[3, 2]","[2, 3]",0.779,0.3902379999999999,0.3887620000000001,0.9266474956187988,0.5986167526089304,,27.2,26.3,93.0
476,HOU,1,110,[],[2],0.0,0.0042039999999999,-0.0042039999999999,0.012999022963778093,0.8409679125798637,26.6,26.3,,93.0
478,MIN,1,11,"[3, 2]",[],0.779,0.0,0.779,7.821523632618312e-05,0.137000922099763,,26.1,29.3,92.9
479,DET,1,110,[],[],0.0,0.0,0.0,0.0033227801826713156,0.7300791485931367,27.4,28.6,,93.0
480,MIN,1,11,[3],[3],-0.59,0.5475044,-1.1375044,0.08923762394515977,0.7801540058685831,,26.6,26.2,94.4
482,MIN,1,101,[3],[3],0.7290000000000001,0.7290000000000001,0.0,0.016794916290114037,0.9972722843271766,24.9,,27.6,91.6
483,KCA,1,110,[],[],0.0,0.0,0.0,0.03512812099716209,0.025823819554017146,28.8,27.7,,88.5
485,NYA,1,110,[2],[2],0.0549999999999999,0.0143632,0.040636799999999904,0.020695140785455958,0.875041664174547,24.9,24.4,,93.0
487,NYA,1,101,[3],[3],0.7290000000000001,0.6288768,0.10012320000000008,0.008249998111134471,0.8723560838487625,24.7,,26.7,93.0
489,MIN,1,110,[],[],0.0,0.0,0.0,0.1328752786867669,0.7678936130533655,27.6,26.6,,99.1
490,MIN,1,101,[3],[3],0.7290000000000001,0.7290000000000001,0.0,0.4773470960457827,0.9992795932640406,27.6,,26.5,92.9
491,CLE,1,110,[2],[2],0.0549999999999999,0.0549999999999999,0.0,0.028698449413784976,0.9859004467531342,24.5,29.0,,90.8
492,COL,0,110,[],[2],0.0,0.0094607999999999,-0.0094607999999999,0.002667236942168922,0.2940132410618733,25.8,25.0,,96.3
493,COL,1,110,[],[2],0.0,0.0245224,-0.0245224,0.03133862385686594,0.9159830633089564,25.8,25.0,,93.0
494,MIN,0,110,[2],[2],0.6679999999999999,0.6123487999999999,0.05565120000000001,0.13348482025818484,0.9343274950114067,27.6,24.9,,89.1
496,COL,1,110,[],[],0.0,0.0,0.0,0.2556385341019427,0.6972348025682371,27.6,27.1,,90.8
497,COL,1,110,[],[2],0.0,0.0448407999999999,-0.0448407999999999,0.017681847330110367,0.9627007911378205,27.1,29.8,,93.0
499,COL,1,11,[],[3],0.0,0.0512063999999999,-0.0512063999999999,0.24352598637913236,0.24225441721635405,,26.6,25.8,93.0
500,COL,1,110,[],[],0.0,0.0,0.0,0.046739885368860944,0.028850017934635257,26.3,25.0,,90.8
505,CHA,1,11,"[3, 2]","[2, 3]",0.779,0.3552256000000001,0.42377439999999994,0.8902748251087839,0.5455940979213512,,28.7,26.4,93.0
506,MIN,1,110,[2],[2],0.0549999999999999,0.0549999999999999,0.0,0.2333977782657097,0.9937637179511679,27.2,27.4,,91.8
507,CHA,1,110,[],[],0.0,0.0,0.0,0.0007600592383102706,0.19278967063345612,25.5,25.5,,90.8
509,MIN,1,110,[],[2],0.0,0.0042039999999999,-0.0042039999999999,0.15864632831779218,0.8421792357714585,26.6,26.1,,90.2
510,DET,1,110,[2],"[1, 2]",0.0549999999999999,0.110892,-0.0558920000000001,0.9032984907050877,0.9985357563068382,28.1,28.1,,90.8
511,MIN,1,110,[],[],0.0,0.0,0.0,0.045739512995589336,0.7852486248118595,27.6,26.6,,92.1
513,KCA,1,11,[],[],0.0,0.0,0.0,0.0018354709335399652,0.1464511534964248,,27.3,25.8,90.8
518,TEX,1,110,[],[2],0.0,0.0549999999999999,-0.0549999999999999,0.5775753573629578,0.9973343195406087,26.2,29.1,,96.3
521,MIN,0,101,[],[],0.0,0.0,0.0,0.00018801404992830855,0.02107443536384135,27.6,,26.6,91.1
522,BOS,1,101,[],[3],0.0,0.5287536,-0.5287536,0.0011418040848474539,0.755950227079145,27.6,,27.3,93.0
523,MIN,1,110,[2],[2],0.0549999999999999,0.0143632,0.040636799999999904,0.009614532369791689,0.8667313604745839,26.2,27.6,,98.2
533,MIN,1,11,"[3, 2]","[2, 3]",0.779,0.521336,0.257664,0.7133177171245593,0.7694850645781981,,26.2,26.1,93.1
535,CHA,1,101,[3],[3],0.7290000000000001,0.5287536,0.20024640000000005,8.365766909868849e-05,0.761202888317982,22.8,,28.8,92.0
539,BOS,1,11,[3],"[2, 3]",0.737,0.7404452,-0.003445200000000037,0.9096318905044622,0.9849492567390864,,27.3,27.7,95.9
540,NYA,0,110,[],[],0.0,0.0,0.0,0.0004045479726113216,0.09886929293263375,27.3,26.4,,93.1
541,NYA,1,11,[3],[3],0.737,0.6287168,0.10828320000000002,0.056486015710984105,0.888304092991378,,26.7,24.9,95.3
542,TOR,0,110,[],[2],0.0,0.1207631999999998,-0.1207631999999998,0.18528449257363558,0.3999692326358916,28.3,23.7,,95.9
544,BAL,0,110,[],[2],0.0,0.2320655999999999,-0.2320655999999999,0.0040892030019090905,0.5299488030756401,28.7,30.1,,95.9
545,NYA,1,101,[3],[3],0.7290000000000001,0.7290000000000001,0.0,0.42240351625203765,0.9998405170796546,24.7,,25.7,90.0
548,NYA,0,110,[],[2],0.0,0.1207631999999998,-0.1207631999999998,0.004980544197433238,0.4053870604850729,27.3,24.9,,93.1
549,NYA,0,110,[2],[2],0.6679999999999999,0.6679999999999999,0.0,0.6908405432351244,0.9867238498252766,26.7,25.7,,92.6
553,NYA,1,110,[2],[2],0.0549999999999999,0.0549999999999999,0.0,0.419305591899528,0.9958993721923748,24.4,24.7,,92.8
558,NYA,0,11,[3],[3],-0.409,0.28,-0.6890000000000001,0.2244406944882766,0.9965593798701345,,24.7,26.7,95.7
559,NYA,1,110,[],[],0.0,0.0,0.0,0.1737546010829922,0.12033566584425529,26.4,24.9,,93.4
562,NYA,1,110,[2],[2],0.0549999999999999,0.0549999999999999,0.0,0.29255402758635735,0.9976311400463085,25.7,27.3,,90.1
563,NYA,1,110,[],[],0.0,0.0,0.0,0.000386980862515253,0.022356319310984963,27.3,24.9,,97.1
564,NYA,1,11,[],[],0.0,0.0,0.0,0.043810931546478075,0.16592020103427332,,24.9,24.4,94.3
568,CIN,1,11,"[3, 2]","[2, 3]",0.779,0.7714724000000001,0.007527599999999968,0.971270090866836,0.998819606657861,,25.6,26.9,95.9
577,TBA,0,110,[],[],0.0,0.0,0.0,0.010995905001223634,0.018981797253290068,26.1,26.6,,96.9
579,NYA,1,110,[],[2],0.0,0.0245224,-0.0245224,0.02664262847416954,0.9070672961071976,24.9,24.7,,93.1
580,NYA,1,11,[],[],0.0,0.0,0.0,0.0002166923466497246,0.1656874013018042,,24.4,27.7,90.8
582,PIT,1,110,[],[],0.0,0.0,0.0,0.0001858669245983433,0.03384567577425163,28.8,28.6,,98.3
589,NYA,0,110,[],[],0.0,0.0,0.0,0.003690240350650214,0.020575811016209727,26.7,27.3,,97.1
590,BAL,1,101,[3],[3],-0.498,0.5120664,-1.0100664,0.018638059701550566,0.7467086833024509,26.7,,25.4,88.2
597,OAK,1,101,"[3, 1]",[3],0.829,0.3368508,0.49214919999999995,0.040984784238361785,0.5304801186213957,28.5,,26.5,91.3
601,MIN,1,110,[],[],0.0,0.0,0.0,0.0031469549043491836,0.7507625721792935,27.6,29.3,,94.3
607,OAK,1,110,[],[],0.0,0.0,0.0,2.7181707718972946e-05,0.014585394232228764,26.0,27.3,,101.2
608,HOU,1,110,[2],[2],0.0549999999999999,0.0346815999999999,0.0203184,0.029022861499911182,0.9418329034728483,26.0,26.3,,94.3
611,BOS,0,110,[],[],0.0,0.0,0.0,0.0006483800527561207,0.13215673749111273,27.6,26.0,,94.3
612,KCA,0,101,[3],[],-0.0649999999999999,0.0,-0.0649999999999999,0.0460244221890425,0.9960952489762259,24.3,,30.5,94.3
616,OAK,1,101,"[3, 1]",[3],0.829,0.3368508,0.49214919999999995,0.020074937887576316,0.5151562315404692,26.5,,26.0,90.1
617,HOU,0,11,[],[],0.0,0.0,0.0,0.03275680341863152,0.2464709100008202,,27.6,28.2,94.3
618,HOU,1,11,"[3, 2]","[2, 3]",0.779,0.7357472000000002,0.04325279999999987,0.8835607530751047,0.984548684430602,,27.6,28.2,94.3
620,OAK,1,101,[],[3],0.0,0.2116968,-0.2116968,0.00019016314241789952,0.37415164300943626,27.3,,26.0,98.8
630,OAK,0,11,"[3, 2]","[2, 3]",0.5589999999999999,0.5589999999999999,0.0,0.993275602616156,0.9995318127946354,,28.4,26.9,97.9
631,OAK,1,110,[],[],0.0,0.0,0.0,1.1420880453922429e-05,0.000276951187267265,26.9,26.2,,95.3
636,OAK,0,110,[],[2],0.0,0.1207631999999998,-0.1207631999999998,0.0013976058190766623,0.3998297945024714,26.0,28.4,,95.9
637,ATL,0,110,[],[],0.0,0.0,0.0,0.0005646119047532352,0.1650139025859141,28.4,28.0,,88.2
641,CHA,0,101,[3],[],-0.0649999999999999,0.0,-0.0649999999999999,0.05120488338440821,0.9772271307022684,25.5,,26.4,88.2
644,CHA,0,101,[3],[],-0.0649999999999999,0.0,-0.0649999999999999,0.1315323135647694,0.9982514988205403,26.5,,25.5,97.1
652,OAK,1,110,[],[2],0.0,0.0549999999999999,-0.0549999999999999,0.6239517215401249,0.9990040707746061,27.9,28.4,,93.1
655,OAK,1,110,[],[],0.0,0.0,0.0,0.00013394864765508882,0.007974813637431761,26.0,26.2,,95.4
657,SEA,0,11,[3],[],0.28,0.0,0.28,0.013518678501784617,0.37423918076745516,,26.4,26.7,101.2
658,HOU,1,110,[],[],0.0,0.0,0.0,0.086362483183097,0.021957886522524374,26.9,23.2,,93.1
659,TEX,1,101,[3],[3],0.7290000000000001,0.7290000000000001,0.0,0.34524180015963035,0.9986914878483969,27.3,,26.2,93.1
660,SEA,1,11,[],[3],0.0,0.5023864,-0.5023864,0.005022168334665027,0.7480068981135932,,23.5,29.6,91.6
663,TBA,1,110,"[2, 1]",[2],0.926,0.0549999999999999,0.8710000000000001,0.3304985917892296,0.9899929790012274,27.5,26.6,,97.9
666,OAK,1,101,[3],[3],0.7290000000000001,0.7039692000000001,0.02503080000000002,0.007013931062580228,0.9563271506105127,27.4,,26.0,97.9
668,SEA,0,110,[],[],0.0,0.0,0.0,0.0008170118446841404,0.08317544720959806,25.0,23.5,,97.1
671,SEA,1,11,"[3, 2]","[2, 3]",0.779,0.7639448,0.015055200000000046,0.952340210538488,0.998089874357747,,29.6,25.0,87.5
672,HOU,1,110,[],[],0.0,0.0,0.0,0.011797103476644472,0.23122346418422007,28.1,27.2,,97.9
674,SEA,1,110,[],[],0.0,0.0,0.0,5.531363464126238e-06,3.415792663456853e-06,26.5,23.5,,99.3
675,SEA,1,110,[2],[2],0.0549999999999999,0.0245224,0.030477599999999903,0.09686615957256173,0.9113671742687955,26.5,23.5,,93.1
676,SEA,1,110,[],[],0.0,0.0,0.0,4.915852148207398e-05,0.05289995381474583,25.0,27.0,,93.1
679,SEA,1,101,[3],[3],0.7290000000000001,0.6288768,0.10012320000000008,0.0017792523528392112,0.8918651904920594,25.9,,26.4,97.1
681,TOR,1,110,[],[],0.0,0.0,0.0,0.006633541039619531,0.829744130682386,26.9,28.7,,97.9
683,HOU,1,101,[3],"[1, 3]",0.7290000000000001,0.7311616,-0.0021615999999998747,0.5581796396353759,0.99711782206222,29.4,,26.9,93.1
688,SEA,1,110,[],[],0.0,0.0,0.0,0.0012308232965978748,0.00515597486386208,26.4,25.9,,89.2
690,SEA,0,110,"[2, 1]",[],0.486,0.0,0.486,0.010449282875069013,0.0012159981508101773,26.5,25.9,,92.9
696,CLE,0,101,[],[],0.0,0.0,0.0,0.00032126101854895056,0.8896842422691356,24.5,,29.2,96.0
697,CHA,0,110,[],[2],0.0,0.1485887999999999,-0.1485887999999999,0.0017473166703352487,0.4371505528264182,25.5,26.4,,97.9
702,SEA,1,110,[],[2],0.0,0.0042039999999999,-0.0042039999999999,0.027083145983563095,0.8505486981186088,26.7,25.0,,97.0
703,TEX,1,101,[],[3],0.0,0.2116968,-0.2116968,0.0006493089680532768,0.3753183866434527,27.3,,28.7,96.0
704,SEA,1,110,[],[],0.0,0.0,0.0,5.9889172883156625e-05,0.0017942259329957939,28.0,25.9,,98.8
705,SEA,0,11,[3],[3],0.28,0.2538496,0.026150400000000018,0.4643993396156032,0.9519933163198993,,26.4,25.0,98.8
708,SEA,1,11,[],[3],0.0,0.0963243999999999,-0.0963243999999999,0.31748899122241486,0.28719718231555486,,26.7,26.4,97.0
712,SEA,0,110,[2],[2],0.6679999999999999,0.6679999999999999,0.0,0.04926751067945298,0.99241410817064,25.0,29.6,,92.1
713,SEA,1,101,[3],[3],0.7290000000000001,0.6288768,0.10012320000000008,0.00017338130290278796,0.8773295117488911,25.0,,29.6,90.2
715,SEA,0,101,[3],[],-0.591,0.0,-0.591,0.003101811596138774,0.8700335667068955,28.0,,25.9,92.1
718,ANA,1,101,[3],"[1, 3]",0.7290000000000001,0.7756336,-0.04663359999999994,0.7712774708856136,0.9998972078113165,29.5,,27.8,97.0
719,ANA,1,110,[2],[2],-0.443,0.0245224,-0.4675224,0.01766138396335711,0.9167347267753893,28.0,28.6,,97.0
720,TEX,1,110,[],[],0.0,0.0,0.0,0.025767381003317633,0.018337755934339034,27.3,26.2,,91.2
729,ANA,0,11,[],[3],0.0,0.2276992,-0.2276992,0.11536857343013711,0.8937201561503181,,27.8,29.5,97.0
730,TEX,0,11,"[3, 2]","[2, 3]",0.5589999999999999,0.5589999999999999,0.0,0.9971281552845074,0.9998397590548352,,27.3,26.2,95.4
744,TEX,1,11,[3],[3],0.737,0.737,0.0,0.5943574605123823,0.9931922138626916,,28.7,28.5,90.8
749,SEA,1,110,[],[2],0.0,0.0448407999999999,-0.0448407999999999,0.05643344791165947,0.9649552034196587,23.5,25.0,,98.8
757,TEX,1,110,[],[],0.0,0.0,0.0,0.09689206003598645,0.029183883359234494,27.3,26.2,,93.1
761,TEX,0,101,[3],[],-0.0649999999999999,0.0,-0.0649999999999999,0.20305225593115306,0.9955453467618037,25.8,,27.3,88.2
763,TEX,0,110,[],[2],0.0,0.0929375999999999,-0.0929375999999999,0.025414191050843478,0.36947724825750977,27.3,27.3,,92.1
767,HOU,1,110,[],[],0.0,0.0,0.0,0.0077211245425010434,0.5265576673608593,29.4,28.2,,98.8
769,TOR,1,110,[],[],0.0,0.0,0.0,0.0003517604175558316,0.0015423968375509734,28.5,23.7,,98.8
770,TEX,1,101,[3],[3],0.7290000000000001,0.0197939999999999,0.7092060000000002,0.0008821183150174774,0.14729343807547302,27.3,,26.2,93.1
771,TEX,1,101,[3],"[1, 3]",0.7290000000000001,0.7311616,-0.0021615999999998747,0.5568766609965807,0.9999028460974374,27.3,,28.7,92.9
773,TOR,1,101,[3],[3],0.7290000000000001,0.7290000000000001,0.0,0.038159790005655655,0.9946276385396865,27.1,,27.8,97.1
774,OAK,1,101,[3],[3],0.7290000000000001,0.7290000000000001,0.0,0.013339825567683736,0.9959583387551719,26.2,,28.5,92.6
776,BOS,1,101,"[3, 1]",[3],0.829,0.7039692000000001,0.1250307999999999,0.006831586185715937,0.9795748203097924,26.9,,27.7,92.6
780,BOS,0,101,[3],[],-0.0649999999999999,0.0,-0.0649999999999999,0.017790535998323177,0.9908821330752581,26.1,,26.0,92.6
782,HOU,1,11,[3],[3],0.737,0.737,0.0,0.7034978846064741,0.9955866276944442,,27.2,26.3,92.6
784,TOR,1,110,[2],[2],0.0549999999999999,0.0549999999999999,0.0,0.4682612906029473,0.9937784483417614,28.7,27.1,,90.1
786,TOR,1,110,"[2, 1]","[1, 2]",0.1469999999999999,0.0747839999999999,0.072216,0.8334977840501093,0.9986329242165363,26.9,28.6,,93.2
791,TOR,1,110,[2],[2],0.0549999999999999,0.0042039999999999,0.050796,0.03858945228453843,0.8497901275475892,28.3,26.9,,96.3
793,MIN,1,110,[2],"[1, 2]",-0.443,0.0747839999999999,-0.5177839999999999,0.8111192230727547,0.999148383981355,26.1,27.6,,92.6
794,BAL,0,11,[3],[3],0.28,0.2407744,0.03922560000000003,0.5435199927646671,0.9241156650626619,,27.0,28.2,93.1
796,NYA,0,110,[2],[],0.6679999999999999,0.0,0.6679999999999999,0.0027082649481716325,0.21137917628714664,25.7,24.4,,92.6
797,TOR,0,110,[2],[2],0.6679999999999999,0.3990191999999999,0.2689808,0.06923753022504607,0.7136484505277546,28.6,23.7,,95.9
798,NYA,0,110,[2],[2],0.6679999999999999,0.5010463999999999,0.16695360000000004,0.011411515160839788,0.8338198437200425,26.6,26.4,,93.1
800,BOS,0,101,[3],[],-0.0649999999999999,0.0,-0.0649999999999999,0.14094968223568444,0.9803665931352004,27.3,,27.6,92.6
804,TBA,1,110,[],[],0.0,0.0,0.0,0.007786801986556264,0.048584763686189414,26.6,28.2,,95.3
805,TOR,0,101,[3],[],-0.0649999999999999,0.0,-0.0649999999999999,0.015273703703682496,0.9924820060722743,27.1,,27.8,96.2
806,TOR,1,101,[3],[3],0.7290000000000001,0.7290000000000001,0.0,0.03518436848277137,0.9972381879585187,23.7,,26.4,85.3
807,TOR,1,11,"[3, 2]",[3],0.779,0.737,0.04200000000000004,0.7937979547665754,0.998992909964775,,28.5,27.1,88.7
810,CLE,1,110,[],[],0.0,0.0,0.0,0.0012594781507126354,0.014457258291461607,28.1,28.8,,95.3
812,CLE,1,110,[],[],0.0,0.0,0.0,0.0021112392825790778,0.4519624530237174,28.4,28.0,,93.1
814,TOR,0,110,[],[],0.0,0.0,0.0,0.007932641794625002,0.012385457166739429,23.7,27.1,,93.0
815,TOR,1,110,[],[],0.0,0.0,0.0,0.00012209326746957073,0.0399798024782841,23.7,27.1,,95.4
820,TBA,1,101,[3],[],0.7290000000000001,0.0,0.7290000000000001,0.00013754265229062648,0.05317033839584733,28.4,,27.5,93.1
822,TOR,0,110,[],[2],0.0,0.5010463999999999,-0.5010463999999999,0.029429539966715226,0.8158630087132576,28.7,28.5,,90.0
823,TOR,1,101,[3],[3],0.7290000000000001,0.7290000000000001,0.0,0.3794531633888619,0.9997784324104056,27.1,,27.8,90.0
825,TOR,1,110,[],[],0.0,0.0,0.0,0.0011624330661761976,0.5192243828638123,27.1,28.7,,99.7
826,NYA,0,11,"[3, 2]","[2, 3]",0.5589999999999999,0.5060008,0.05299919999999991,0.9079956502432124,0.9902614032192217,,24.7,26.7,93.1
827,NYA,1,101,[3],[3],0.7290000000000001,0.5788152,0.15018480000000012,0.007781537321153242,0.8116854397668634,28.8,,24.9,93.1
830,TOR,0,110,[],[],0.0,0.0,0.0,5.745411005998974e-05,0.03256254316068913,27.1,27.8,,98.2
831,TOR,1,11,"[3, 2]","[2, 3]",0.779,0.7714724000000001,0.007527599999999968,0.9762632882420144,0.9978673776958515,,27.1,28.7,98.2
833,TOR,0,101,"[3, 1]",[],0.098,0.0,0.098,0.4426534466769157,0.999548838769124,28.7,,28.6,98.2
835,TBA,1,110,"[2, 1]",[],0.1469999999999999,0.0,0.1469999999999999,0.036116563200599645,0.5354925610285659,28.7,26.6,,97.1
839,BOS,1,110,[],[],0.0,0.0,0.0,0.0024293135033580902,0.11840214115147654,27.3,27.6,,99.1
840,SEA,0,110,[],[],0.0,0.0,0.0,0.0015458683156844477,0.12802396756083265,26.7,26.4,,99.1
841,SEA,0,110,[],[],0.0,0.0,0.0,0.0035165396050938318,0.07030392305147605,26.4,23.5,,99.1
842,SEA,0,101,[3],[],-0.0649999999999999,0.0,-0.0649999999999999,0.0007344797383463353,0.8993919011703292,26.5,,28.0,99.1
847,TBA,0,110,[2],[2],0.6679999999999999,0.6679999999999999,0.0,0.416256695327821,0.9983850704147944,27.5,28.8,,88.7
848,TBA,1,101,[3],[3],0.7290000000000001,0.7290000000000001,0.0,0.05538793585929348,0.9951409585616243,27.5,,28.8,88.7
851,MIA,1,101,[],[3],0.0,0.0448247999999999,-0.0448247999999999,9.05962324918605e-05,0.17422379878496486,26.4,,27.7,87.1
852,TBA,1,110,[2],[],0.0549999999999999,0.0,0.0549999999999999,0.11021881714639672,0.14246001068907688,27.8,26.6,,98.7
854,NYA,0,110,[],[2],0.0,0.0651119999999998,-0.0651119999999998,0.0035194520995230328,0.35842628423529344,25.6,26.6,,99.1
856,NYA,0,101,[3],[],-0.0649999999999999,0.0,-0.0649999999999999,0.0003295790818102365,0.5338178213603105,26.7,,25.7,99.1
857,TBA,1,101,"[3, 1]","[1, 3]",0.829,0.7956460000000001,0.033353999999999884,0.8440719702769452,0.9999248404147363,28.3,,26.6,92.8
860,NYA,0,110,[],[],0.0,0.0,0.0,2.7198571410498727e-05,3.0122978944722608e-05,24.9,25.7,,92.6
867,BOS,1,110,[],[],0.0,0.0,0.0,0.005391532654491582,0.001097270308060115,27.6,26.1,,97.2
871,TBA,0,110,[],[],0.0,0.0,0.0,0.00016712631568990773,0.018404253918431368,28.2,26.1,,97.1
873,CLE,0,110,[],[2],0.0,0.0372863999999999,-0.0372863999999999,0.25965896759720203,0.31030376643628343,29.2,24.5,,87.7
874,TBA,0,110,[2],[2],0.6679999999999999,0.6679999999999999,0.0,0.11986995781934591,0.9877710857263053,27.0,28.4,,93.1
878,TBA,1,101,[3],[3],0.7290000000000001,0.7290000000000001,0.0,0.1420062723261268,0.9968331278213509,28.2,,29.7,97.1
879,TBA,1,110,[2],[2],0.0549999999999999,0.0549999999999999,0.0,0.2112985375525682,0.9963238387422326,26.6,28.2,,91.6
880,KCA,1,11,"[3, 2]","[2, 3]",0.779,0.779,0.0,0.9893985741800325,0.9960226784110741,,30.5,27.6,101.2
884,TBA,0,110,[],[2],0.0,0.4268448000000001,-0.4268448000000001,0.01037829918195775,0.747627760700038,27.5,27.0,,95.9
886,BOS,1,11,[],[],0.0,0.0,0.0,0.09979777950813981,0.10919219310936891,,28.8,27.8,92.6
889,HOU,0,110,[2],[2],0.6679999999999999,0.6679999999999999,0.0,0.9496284851774277,0.9994482536790514,29.4,26.9,,87.1
890,HOU,0,110,"[2, 1]",[2],0.486,0.6401743999999999,-0.15417439999999993,0.6788492896490874,0.9828047036345331,29.4,26.9,,87.1
891,TOR,1,11,[3],"[2, 3]",0.737,0.7639448,-0.02694479999999999,0.9495701041665198,0.9892551979779346,,27.1,28.7,87.1
892,TBA,0,101,"[3, 1]",[],0.098,0.0,0.098,0.00044358454227760424,0.6521565836747668,28.6,,28.2,93.1
894,SDN,0,110,[2],[2],0.6679999999999999,0.6679999999999999,0.0,0.2611885401364801,0.9957858472704605,27.7,28.5,,93.7
899,HOU,1,101,[3],"[1, 3]",0.7290000000000001,0.7889751999999999,-0.059975199999999784,0.8085870301995379,0.9998211460579631,29.4,,28.2,89.7
900,NYN,0,11,"[3, 2]","[2, 3]",0.5589999999999999,0.5236671999999998,0.035332800000000164,0.9386531728508717,0.9990488950855605,,27.1,28.0,94.2
903,ARI,1,11,[3],[3],0.737,0.6287168,0.10828320000000002,0.021760282589298664,0.8748245034746482,,28.1,27.2,90.6
904,LAN,1,110,[2],[2],0.0549999999999999,0.0549999999999999,0.0,0.6933523912444064,0.9877768185359649,26.7,27.2,,94.2
905,LAN,0,110,[2],[2],0.6679999999999999,0.6679999999999999,0.0,0.3456743334875689,0.9864989251307175,27.7,28.3,,94.2
907,ARI,0,11,"[3, 2]","[2, 3]",0.5589999999999999,0.5263803999999999,0.03261960000000008,0.9920440385204825,0.9655211878899685,,27.7,26.7,92.1
909,ARI,1,110,[],[],0.0,0.0,0.0,0.0026294720891514812,0.4640943636371173,26.4,27.7,,95.6
911,ARI,1,110,[2],[2],0.0549999999999999,0.0549999999999999,0.0,0.453892141714132,0.9980931020885668,26.7,28.1,,94.0
913,LAN,1,101,[3],[3],0.7290000000000001,0.5120664,0.21693360000000006,0.02463245482417405,0.7438554045705316,30.3,,26.7,93.7
915,ARI,0,11,"[3, 2]","[2, 3]",0.5589999999999999,0.5589999999999999,0.0,0.9933063536698751,0.9998978172724661,,26.7,28.1,95.7
916,ARI,1,101,[3],[3],0.7290000000000001,0.6789384,0.05006160000000004,0.035634574465714865,0.9372993507410922,27.7,,28.8,100.2
921,ARI,1,101,[3],[3],0.7290000000000001,0.7039692000000001,0.02503080000000002,0.007999326936679426,0.9739501753193032,27.0,,26.4,92.1
923,ARI,1,110,[],[],0.0,0.0,0.0,0.01087067530711661,0.7097390769918475,27.2,28.8,,92.1
924,COL,1,110,[],[2],0.0,0.0549999999999999,-0.0549999999999999,0.5375329339677506,0.9962354231127541,27.6,26.4,,94.2
925,ARI,0,11,[3],"[2, 3]",0.28,0.5236671999999998,-0.24366719999999975,0.9516128781381188,0.9988630632686506,,28.8,26.7,98.3
